Year,Datetime,Stage,Stadium,City,Referee,Assistant1,Assistant2,Host,TournamentGoals,QualifiedTeams,TournamentMatches,Winner
1930,13 Jul 1930 - 15:00,Group 1,Pocitos,Montevideo,LOMBARDI Domingo (URU),CRISTOPHE Henry (BEL),REGO Gilberto (BRA),Uruguay,70,13,18,Uruguay
1930,13 Jul 1930 - 15:00,Group 4,Parque Central,Montevideo,MACIAS Jose (ARG),MATEUCCI Francisco (URU),WARNKEN Alberto (CHI),Uruguay,70,13,18,Uruguay
1930,14 Jul 1930 - 12:45,Group 2,Parque Central,Montevideo,TEJADA Anibal (URU),VALLARINO Ricardo (URU),BALWAY Thomas (FRA),Uruguay,70,13,18,Uruguay
1930,14 Jul 1930 - 14:50,Group 3,Pocitos,Montevideo,WARNKEN Alberto (CHI),LANGENUS Jean (BEL),MATEUCCI Francisco (URU),Uruguay,70,13,18,Uruguay
1930,15 Jul 1930 - 16:00,Group 1,Parque Central,Montevideo,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),RADULESCU Constantin (ROU),Uruguay,70,13,18,Uruguay
1930,16 Jul 1930 - 14:45,Group 1,Parque Central,Montevideo,CRISTOPHE Henry (BEL),APHESTEGUY Martin (URU),LANGENUS Jean (BEL),Uruguay,70,13,18,Uruguay
1930,17 Jul 1930 - 12:45,Group 2,Parque Central,Montevideo,MATEUCCI Francisco (URU),LOMBARDI Domingo (URU),WARNKEN Alberto (CHI),Uruguay,70,13,18,Uruguay
1930,17 Jul 1930 - 14:45,Group 4,Parque Central,Montevideo,MACIAS Jose (ARG),APHESTEGUY Martin (URU),TEJADA Anibal (URU),Uruguay,70,13,18,Uruguay
1930,18 Jul 1930 - 14:30,Group 3,Estadio Centenario,Montevideo,LANGENUS Jean (BEL),BALWAY Thomas (FRA),CRISTOPHE Henry (BEL),Uruguay,70,13,18,Uruguay
1930,19 Jul 1930 - 12:50,Group 1,Estadio Centenario,Montevideo,TEJADA Anibal (URU),LOMBARDI Domingo (URU),REGO Gilberto (BRA),Uruguay,70,13,18,Uruguay
1930,19 Jul 1930 - 15:00,Group 1,Estadio Centenario,Montevideo,SAUCEDO Ulises (BOL),ALONSO Gualberto (URU),RADULESCU Constantin (ROU),Uruguay,70,13,18,Uruguay
1930,20 Jul 1930 - 13:00,Group 2,Estadio Centenario,Montevideo,BALWAY Thomas (FRA),MATEUCCI Francisco (URU),VALLEJO Gaspar (MEX),Uruguay,70,13,18,Uruguay
1930,20 Jul 1930 - 15:00,Group 4,Estadio Centenario,Montevideo,VALLARINO Ricardo (URU),MACIAS Jose (ARG),LOMBARDI Domingo (URU),Uruguay,70,13,18,Uruguay
1930,21 Jul 1930 - 14:50,Group 3,Estadio Centenario,Montevideo,REGO Gilberto (BRA),WARNKEN Alberto (CHI),SAUCEDO Ulises (BOL),Uruguay,70,13,18,Uruguay
1930,22 Jul 1930 - 14:45,Group 1,Estadio Centenario,Montevideo,LANGENUS Jean (BEL),CRISTOPHE Henry (BEL),SAUCEDO Ulises (BOL),Uruguay,70,13,18,Uruguay
1930,26 Jul 1930 - 14:45,Semi-finals,Estadio Centenario,Montevideo,LANGENUS Jean (BEL),VALLEJO Gaspar (MEX),WARNKEN Alberto (CHI),Uruguay,70,13,18,Uruguay
1930,27 Jul 1930 - 14:45,Semi-finals,Estadio Centenario,Montevideo,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),BALWAY Thomas (FRA),Uruguay,70,13,18,Uruguay
1930,30 Jul 1930 - 14:15,Final,Estadio Centenario,Montevideo,LANGENUS Jean (BEL),SAUCEDO Ulises (BOL),CRISTOPHE Henry (BEL),Uruguay,70,13,18,Uruguay
1934,27 May 1934 - 16:30,Preliminary round,Stadio Benito Mussolini,Turin,VAN MOORSEL Johannes (NED),CAIRONI Camillo (ITA),BAERT Louis (BEL),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,Giorgio Ascarelli,Naples,BARLASSINA Rinaldo (ITA),DATTILO Generoso (ITA),SASSI Otello (ITA),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,San Siro,Milan,EKLIND Ivan (SWE),BERANEK Alois (AUT),BONIVENTO Ferruccio (ITA),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,Littorale,Bologna,BRAUN Eugen (AUT),CARRARO Albino (ITA),TURBIANI Giuseppe (ITA),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,Giovanni Berta,Florence,MATTEA Francesco (ITA),MELANDRI Ermenegildo (ITA),BAERT Jacques (FRA),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,Luigi Ferraris,Genoa,BIRLEM Alfred (GER),CARMINATI Ettore (ITA),IVANCSICS Mihaly (HUN),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,Nazionale PNF,Rome,MERCET Rene (SUI),ESCARTIN Pedro (ESP),ZENISEK Bohumil (TCH),Italy,70,16,17,Italy
1934,27 May 1934 - 16:30,Preliminary round,Littorio,Trieste,LANGENUS Jean (BEL),SCARPI Giuseppe (ITA),SCORZONI Raffaele (ITA),Italy,70,16,17,Italy
1934,31 May 1934 - 16:30,Quarter-finals,Stadio Benito Mussolini,Turin,BERANEK Alois (AUT),MOHAMED Youssuf (EGY),BAERT Jacques (FRA),Italy,70,16,17,Italy
1934,31 May 1934 - 16:30,Quarter-finals,San Siro,Milan,BARLASSINA Rinaldo (ITA),MERCET Rene (SUI),VAN MOORSEL Johannes (NED),Italy,70,16,17,Italy
1934,31 May 1934 - 16:30,Quarter-finals,Giovanni Berta,Florence,BAERT Louis (BEL),ZENISEK Bohumil (TCH),IVANCSICS Mihaly (HUN),Italy,70,16,17,Italy
1934,31 May 1934 - 16:30,Quarter-finals,Littorale,Bologna,MATTEA Francesco (ITA),ESCARTIN Pedro (ESP),BIRLEM Alfred (GER),Italy,70,16,17,Italy
1934,01 Jun 1934 - 16:30,Quarter-finals,Giovanni Berta,Florence,MERCET Rene (SUI),IVANCSICS Mihaly (HUN),ZENISEK Bohumil (TCH),Italy,70,16,17,Italy
1934,03 Jun 1934 - 16:30,Semi-finals,San Siro,Milan,EKLIND Ivan (SWE),BAERT Louis (BEL),ZENISEK Bohumil (TCH),Italy,70,16,17,Italy
1934,03 Jun 1934 - 16:30,Semi-finals,Nazionale PNF,Rome,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),ESCARTIN Pedro (ESP),Italy,70,16,17,Italy
1934,07 Jun 1934 - 18:00,Match for third place,Giorgio Ascarelli,Naples,CARRARO Albino (ITA),CAIRONI Camillo (ITA),ESCARTIN Pedro (ESP),Italy,70,16,17,Italy
1934,10 Jun 1934 - 17:30,Final,Nazionale PNF,Rome,EKLIND Ivan (SWE),BAERT Louis (BEL),IVANCSICS Mihaly (HUN),Italy,70,16,17,Italy
1938,04 Jun 1938 - 17:00,First round,Parc des Princes,Paris,LANGENUS Jean (BEL),MARENCO Paul (FRA),VAN MOORSEL Johannes (NED),France,84,15,18,Italy
1938,05 Jun 1938 - 17:00,First round,Velodrome Municipale,Reims,CONRIE Roger (FRA),DE LA SALLE Charles (FRA),WEINGARTNER Karl (AUT),France,84,15,18,Italy
1938,05 Jun 1938 - 17:00,First round,Stade Olympique,Colombes,WUETHRICH Hans (SUI),KRIST Gustav (TCH),BIRLEM Alfred (GER),France,84,15,18,Italy
1938,05 Jun 1938 - 17:00,First round,Stade Municipal,Toulouse,SCARPI Giuseppe (ITA),VALPREDE Ferdinand (FRA),MERKCX Jean (FRA),France,84,15,18,Italy
1938,05 Jun 1938 - 17:00,First round,Stade V�lodrome,Marseilles,BERANEK Alois (AUT),BOUTOURE D. (FRA),TREHOU D. (FRA),France,84,15,18,Italy
1938,05 Jun 1938 - 17:30,First round,Stade de la Meinau,Strasbourg,EKLIND Ivan (SWE),POISSANT Louis (FRA),KISSENBERGER Ernest (FRA),France,84,15,18,Italy
1938,05 Jun 1938 - 18:30,First round,Cavee Verte,Le Havre,LECLERCQ Lucien (FRA),OLIVE D. (FRA),SDEZ Victor (FRA),France,84,15,18,Italy
1938,09 Jun 1938 - 18:00,First round,Stade Municipal,Toulouse,BIRLEM Alfred (GER),CAPDEVILLE Pierre (FRA),MARENCO Paul (FRA),France,84,15,18,Italy
1938,09 Jun 1938 - 18:00,First round,Parc des Princes,Paris,EKLIND Ivan (SWE),BAERT Louis (BEL),VAN MOORSEL Johannes (NED),France,84,15,18,Italy
1938,12 Jun 1938 - 17:00,Quarter-finals,Stade du Parc Lescure,Bordeaux,VON HERTZKA Pal (HUN),SCARPI Giuseppe (ITA),DE LA SALLE Charles (FRA),France,84,15,18,Italy
1938,12 Jun 1938 - 17:00,Quarter-finals,Victor Boucquey,Lille,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),BOUTOURE D. (FRA),France,84,15,18,Italy
1938,12 Jun 1938 - 17:00,Quarter-finals,Fort Carree,Antibes,KRIST Gustav (TCH),WEINGARTNER Karl (AUT),SDEZ Victor (FRA),France,84,15,18,Italy
1938,12 Jun 1938 - 17:00,Quarter-finals,Stade Olympique,Colombes,BAERT Louis (BEL),WUETHRICH Hans (SUI),EKLIND Ivan (SWE),France,84,15,18,Italy
1938,14 Jun 1938 - 18:00,Quarter-finals,Stade du Parc Lescure,Bordeaux,CAPDEVILLE Georges (FRA),MARENCO Paul (FRA),KISSENBERGER Ernest (FRA),France,84,15,18,Italy
1938,16 Jun 1938 - 18:00,Semi-finals,Parc des Princes,Paris,LECLERCQ Lucien (FRA),VAN MOORSEL Johannes (NED),SCARPI Giuseppe (ITA),France,84,15,18,Italy
1938,16 Jun 1938 - 18:00,Semi-finals,Stade V�lodrome,Marseilles,WUETHRICH Hans (SUI),BERANEK Alois (AUT),MARENCO Paul (FRA),France,84,15,18,Italy
1938,19 Jun 1938 - 17:00,Match for third place,Stade du Parc Lescure,Bordeaux,LANGENUS Jean (BEL),OLIVE D. (FRA),VALPREDE Ferdinand (FRA),France,84,15,18,Italy
1938,19 Jun 1938 - 17:00,Final,Stade Olympique,Colombes,CAPDEVILLE Georges (FRA),WUETHRICH Hans (SUI),KRIST Gustav (TCH),France,84,15,18,Italy
1950,24 Jun 1950 - 15:00,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,READER George (ENG),GRIFFITHS Benjamin (WAL),MITCHELL George (SCO),Brazil,88,13,22,Uruguay
1950,25 Jun 1950 - 15:00,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,VAN DER MEER Karel (NED),GARDELLI Mario (BRA),DAHLNER Gunnar (SWE),Brazil,88,13,22,Uruguay
1950,25 Jun 1950 - 15:00,Group 2,Durival de Brito,Curitiba,VIANA Mario (BRA),DA COSTA VIEIRA Jose (POR),DE LA SALLE Charles (FRA),Brazil,88,13,22,Uruguay
1950,25 Jun 1950 - 15:00,Group 3,Pacaembu,Sao Paulo,LUTZ Jean (SUI),BERANEK Alois (AUT),TEJADA Carlos (MEX),Brazil,88,13,22,Uruguay
1950,25 Jun 1950 - 15:00,Group 1,Independencia,Belo Horizonte,GALEATI Giovanni (ITA),EKLIND Ivan (SWE),DATTILO Generoso (ITA),Brazil,88,13,22,Uruguay
1950,28 Jun 1950 - 15:00,Group 1,Pacaembu,Sao Paulo,AZON ROMA Ramon (ESP),BUSTAMANTE Sergio (CHI),DE NICOLA Cayetano (PAR),Brazil,88,13,22,Uruguay
1950,28 Jun 1950 - 15:00,Group 1,Eucaliptos,Porto Alegre,LEAFE Reginald (ENG),DAHLNER Gunnar (SWE),VAN DER MEER Karel (NED),Brazil,88,13,22,Uruguay
1950,29 Jun 1950 - 15:00,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,MALCHER Alberto (BRA),MARINO Esteban (URU),ALVAREZ Alfredo (BOL),Brazil,88,13,22,Uruguay
1950,29 Jun 1950 - 15:30,Group 3,Durival de Brito,Curitiba,MITCHELL Robert (SCO),LEMESIC Leo (YUG),GARCIA Prudencio (USA),Brazil,88,13,22,Uruguay
1950,29 Jun 1950 - 15:00,Group 2,Independencia,Belo Horizonte,DATTILO Generoso (ITA),DE LA SALLE Charles (FRA),GALEATI Giovanni (ITA),Brazil,88,13,22,Uruguay
1950,01 Jul 1950 - 15:00,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,GRIFFITHS Benjamin (WAL),BERANEK Alois (AUT),DA COSTA VIEIRA Jose (POR),Brazil,88,13,22,Uruguay
1950,02 Jul 1950 - 15:00,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,GALEATI Giovanni (ITA),LUTZ Jean (SUI),DATTILO Generoso (ITA),Brazil,88,13,22,Uruguay
1950,02 Jul 1950 - 15:00,Group 3,Pacaembu,Sao Paulo,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA),Brazil,88,13,22,Uruguay
1950,02 Jul 1950 - 15:00,Group 4,Independencia,Belo Horizonte,READER George (ENG),VIANA Mario (BRA),LEMESIC Leo (YUG),Brazil,88,13,22,Uruguay
1950,02 Jul 1950 - 15:40,Group 1,Eucaliptos,Porto Alegre,EKLIND Ivan (SWE),DAHLNER Gunnar (SWE),BUSTAMANTE Sergio (CHI),Brazil,88,13,22,Uruguay
1950,02 Jul 1950 - 15:00,Group 2,Ilha do Retiro,Recife,GARDELLI Mario (BRA),HEYEN Mario Ruben (PAR),ALVAREZ Alfredo (BOL),Brazil,88,13,22,Uruguay
1950,09 Jul 1950 - 15:00,Group 6,Pacaembu,Sao Paulo,GRIFFITHS Benjamin (WAL),DATTILO Generoso (ITA),ALVAREZ Alfredo (BOL),Brazil,88,13,22,Uruguay
1950,09 Jul 1950 - 15:00,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA),Brazil,88,13,22,Uruguay
1950,13 Jul 1950 - 15:00,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,LEAFE Reginald (ENG),MITCHELL George (SCO),DA COSTA VIEIRA Jose (POR),Brazil,88,13,22,Uruguay
1950,13 Jul 1950 - 15:00,Group 6,Pacaembu,Sao Paulo,GALEATI Giovanni (ITA),BERANEK Alois (AUT),DE NICOLA Cayetano (PAR),Brazil,88,13,22,Uruguay
1950,16 Jul 1950 - 15:00,Group 6,Pacaembu,Sao Paulo,VAN DER MEER Karel (NED),LUTZ Jean (SUI),GARCIA Prudencio (USA),Brazil,88,13,22,Uruguay
1950,16 Jul 1950 - 15:00,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro,READER George (ENG),ELLIS Arthur (ENG),MITCHELL George (SCO),Brazil,88,13,22,Uruguay
1954,16 Jun 1954 - 18:00,Group 3,Wankdorf Stadium,Berne,ELLIS Arthur (ENG),LING William (ENG),SCHICKER Werner (SUI),Switzerland,140,16,26,Germany
1954,16 Jun 1954 - 18:00,Group 3,Hardturm,Zurich,FRANKEN Laurent (BEL),VIANA Mario (BRA),GULDE Josef (SUI),Switzerland,140,16,26,Germany
1954,16 Jun 1954 - 18:00,Group 1,Charmilles,Geneva,WYSSLING Paul (SUI),SCHONHOLZER Ernest (SUI),DA COSTA VIEIRA Jose (POR),Switzerland,140,16,26,Germany
1954,16 Jun 1954 - 18:00,Group 1,La Pontaise,Lausanne,GRIFFITHS Benjamin (WAL),BAUMBERGER Rene (SUI),ASENSI Manuel (ESP),Switzerland,140,16,26,Germany
1954,17 Jun 1954 - 18:00,Group 2,Wankdorf Stadium,Berne,DA COSTA VIEIRA Jose (POR),ZSOLT Istvan (HUN),MERLOTTI Armand (SUI),Switzerland,140,16,26,Germany
1954,17 Jun 1954 - 18:00,Group 2,Hardturm,Zurich,VINCENTI Raymond (FRA),VON GUNTER Albert (SUI),STEINER Carl (AUT),Switzerland,140,16,26,Germany
1954,17 Jun 1954 - 18:10,Group 4,St. Jakob,Basel,SCHMETZER Emil (FRG),BUCHMUELLER Fritz (SUI),RUFFLI Willy (SUI),Switzerland,140,16,26,Germany
1954,17 Jun 1954 - 17:50,Group 4,La Pontaise,Lausanne,VIANA Mario (BRA),ASENSI Manuel (ESP),MARINO Esteban (URU),Switzerland,140,16,26,Germany
1954,19 Jun 1954 - 16:50,Group 3,St. Jakob,Basel,ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),GUIDI Denilo (SUI),Switzerland,140,16,26,Germany
1954,19 Jun 1954 - 17:00,Group 3,Hardturm,Zurich,STEFANOVIC Vasa (YUG),DOERFLINGER Ernst (SUI),GULDE Josef (SUI),Switzerland,140,16,26,Germany
1954,19 Jun 1954 - 17:10,Group 1,Charmilles,Geneva,ASENSI Manuel (ESP),FRANKEN Laurent (BEL),BAUMBERGER Rene (SUI),Switzerland,140,16,26,Germany
1954,19 Jun 1954 - 17:00,Group 1,La Pontaise,Lausanne,FAULTLESS Charlie (SCO),ELLIS Arthur (ENG),VON GUNTER Albert (SUI),Switzerland,140,16,26,Germany
1954,20 Jun 1954 - 16:50,Group 2,St. Jakob,Basel,LING William (ENG),SCHICKER Werner (SUI),GRIFFITHS Benjamin (WAL),Switzerland,140,16,26,Germany
1954,20 Jun 1954 - 17:00,Group 2,Charmilles,Geneva,MARINO Esteban (URU),ORLANDINI Vincenzo (ITA),SCHONHOLZER Ernest (SUI),Switzerland,140,16,26,Germany
1954,20 Jun 1954 - 17:10,Group 4,Wankdorf Stadium,Berne,ZSOLT Istvan (HUN),DA COSTA VIEIRA Jose (POR),STEFANOVIC Vasa (YUG),Switzerland,140,16,26,Germany
1954,20 Jun 1954 - 17:00,Group 4,Comunale di Cornaredo,Lugano,STEINER Carl (AUT),VINCENTI Raymond (FRA),SCHMETZER Emil (FRG),Switzerland,140,16,26,Germany
1954,23 Jun 1954 - 18:00,Group 2,Hardturm,Zurich,VINCENTI Raymond (FRA),FAULTLESS Charlie (SCO),DOERFLINGER Ernst (SUI),Switzerland,140,16,26,Germany
1954,23 Jun 1954 - 18:00,Group 4,St. Jakob,Basel,GRIFFITHS Benjamin (WAL),DA COSTA VIEIRA Jose (POR),LING William (ENG),Switzerland,140,16,26,Germany
1954,26 Jun 1954 - 17:00,Quarter-finals,St. Jakob,Basel,STEINER Carl (AUT),STEFANOVIC Vasa (YUG),ORLANDINI Vincenzo (ITA),Switzerland,140,16,26,Germany
1954,26 Jun 1954 - 17:00,Quarter-finals,La Pontaise,Lausanne,FAULTLESS Charlie (SCO),ASENSI Manuel (ESP),SCHMETZER Emil (FRG),Switzerland,140,16,26,Germany
1954,27 Jun 1954 - 17:00,Quarter-finals,Charmilles,Geneva,ZSOLT Istvan (HUN),FRANKEN Laurent (BEL),BUCHMUELLER Fritz (SUI),Switzerland,140,16,26,Germany
1954,27 Jun 1954 - 17:00,Quarter-finals,Wankdorf Stadium,Berne,ELLIS Arthur (ENG),LING William (ENG),WYSSLING Paul (SUI),Switzerland,140,16,26,Germany
1954,30 Jun 1954 - 18:00,Semi-finals,St. Jakob,Basel,ORLANDINI Vincenzo (ITA),ELLIS Arthur (ENG),BUCHMUELLER Fritz (SUI),Switzerland,140,16,26,Germany
1954,30 Jun 1954 - 18:00,Semi-finals,La Pontaise,Lausanne,GRIFFITHS Benjamin (WAL),FAULTLESS Charlie (SCO),VINCENTI Raymond (FRA),Switzerland,140,16,26,Germany
1954,03 Jul 1954 - 17:00,Match for third place,Hardturm,Zurich,WYSSLING Paul (SUI),ZSOLT Istvan (HUN),ELLIS Arthur (ENG),Switzerland,140,16,26,Germany
1954,04 Jul 1954 - 17:00,Final,Wankdorf Stadium,Berne,LING William (ENG),ORLANDINI Vincenzo (ITA),GRIFFITHS Benjamin (WAL),Switzerland,140,16,26,Germany
1958,08 Jun 1958 - 14:00,Group 3,Rasunda Stadium,Solna,LATYCHEV Nikolaj (URS),MOWAT Jack (SCO),ERIKSSON Arne (FIN),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg,ZSOLT Istvan (HUN),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malm�,LEAFE Reginald (ENG),HELGE Leo (DEN),AHLNER Sten (SWE),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 3,Jarnvallen,Sandviken,CODESAL Jose Maria (URU),LEMESIC Leo (YUG),VAN NUFFEL Lucien (BEL),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 2,Idrottsparken,Norrk�Ping,GARDEAZABAL Juan (ESP),GRIFFITHS Benjamin (WAL),BROZZI Juan (ARG),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 2,Arosvallen,Vasteras,WYSSLING Paul (SUI),ORLANDINI Vincenzo (ITA),MACKO Martin (TCH),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 4,Rimnersvallen,Udevalla,GUIGUE Maurice (FRA),DUSCH Albert (GER),BRONKHORST Jan (NED),Sweden,126,16,35,Brazil
1958,08 Jun 1958 - 19:00,Group 1,Orjans Vall,Halmstad,SEIPELT Fritz (AUT),ELLIS Arthur (ENG),FERNANDES CAMPOS Joaquim (POR),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg,DUSCH Albert (GER),LOEOEW Bertil (SWE),ZSOLT Istvan (HUN),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna,LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 2,Idrottsparken,Norrk�Ping,ORLANDINI Vincenzo (ITA),GARDEAZABAL Juan (ESP),ANDREN Bengt (SWE),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 2,Arosvallen,Vasteras,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),DRAGVOLL Georg (NOR),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 4,Ryavallen,Boras,JORGENSEN Carl Frederik (DEN),NILSEN Birger (NOR),ACKEBORN Gosta (SWE),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 1,Olympia Stadium,Helsingborg,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),Sweden,126,16,35,Brazil
1958,11 Jun 1958 - 19:00,Group 1,Orjans Vall,Halmstad,AHLNER Sten (SWE),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),Sweden,126,16,35,Brazil
1958,12 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna,MOWAT Jack (SCO),VAN NUFFEL Lucien (BEL),DRAGVOLL Georg (NOR),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 14:00,Group 3,Rasunda Stadium,Solna,VAN NUFFEL Lucien (BEL),LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg,GUIGUE Maurice (FRA),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malm�,FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),HELGE Leo (DEN),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 3,Jarnvallen,Sandviken,ERIKSSON Arne (FIN),CODESAL Jose Maria (URU),MOWAT Jack (SCO),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 2,Tunavallen,Eskilstuna,MACKO Martin (TCH),GRIFFITHS Benjamin (WAL),GARDEAZABAL Juan (ESP),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 2,Eyravallen,Orebro,BROZZI Juan (ARG),ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 4,Ryavallen,Boras,BRONKHORST Jan (NED),DUSCH Albert (GER),ZSOLT Istvan (HUN),Sweden,126,16,35,Brazil
1958,15 Jun 1958 - 19:00,Group 1,Olympia Stadium,Helsingborg,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),Sweden,126,16,35,Brazil
1958,17 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg,DUSCH Albert (GER),BRONKHORST Jan (NED),SEIPELT Fritz (AUT),Sweden,126,16,35,Brazil
1958,17 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malm�,GUIGUE Maurice (FRA),FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),Sweden,126,16,35,Brazil
1958,17 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna,LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),ERIKSSON Arne (FIN),Sweden,126,16,35,Brazil
1958,19 Jun 1958 - 19:00,Quarter-finals,Nya Ullevi,Gothenburg,SEIPELT Fritz (AUT),GUIGUE Maurice (FRA),DUSCH Albert (GER),Sweden,126,16,35,Brazil
1958,19 Jun 1958 - 19:00,Quarter-finals,Malmo Stadion,Malm�,WYSSLING Paul (SUI),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),Sweden,126,16,35,Brazil
1958,19 Jun 1958 - 19:00,Quarter-finals,Rasunda Stadium,Solna,LEAFE Reginald (ENG),BROZZI Juan (ARG),DRAGVOLL Georg (NOR),Sweden,126,16,35,Brazil
1958,19 Jun 1958 - 19:00,Quarter-finals,Idrottsparken,Norrk�Ping,GARDEAZABAL Juan (ESP),LATYCHEV Nikolaj (URS),ANDREN Bengt (SWE),Sweden,126,16,35,Brazil
1958,24 Jun 1958 - 19:00,Semi-finals,Nya Ullevi,Gothenburg,ZSOLT Istvan (HUN),SEIPELT Fritz (AUT),ELLIS Arthur (ENG),Sweden,126,16,35,Brazil
1958,24 Jun 1958 - 19:00,Semi-finals,Rasunda Stadium,Solna,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),LEAFE Reginald (ENG),Sweden,126,16,35,Brazil
1958,28 Jun 1958 - 17:00,Match for third place,Nya Ullevi,Gothenburg,BROZZI Juan (ARG),ELLIS Arthur (ENG),LUNDELL Bengt (SWE),Sweden,126,16,35,Brazil
1958,29 Jun 1958 - 15:00,Final,Rasunda Stadium,Solna,GUIGUE Maurice (FRA),DUSCH Albert (GER),GARDEAZABAL Juan (ESP),Sweden,126,16,35,Brazil
1962,30 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),Chile,89,16,32,Brazil
1962,30 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,DIENST Gottfried (SUI),STEINER Carl (AUT),SCHWINTE Pierre (FRA),Chile,89,16,32,Brazil
1962,30 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,GARDEAZABAL Juan (ESP),BUERGO Fernando (MEX),MORGAN Raymond (CAN),Chile,89,16,32,Brazil
1962,30 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile,ASTON Ken (ENG),BLAVIER Arthur (BEL),YAMASAKI MALDONADO Arturo (MEX),Chile,89,16,32,Brazil
1962,31 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica,DUSCH Albert (GER),ETZEL FILHO Joao (BRA),ROBLES Carlos (CHI),Chile,89,16,32,Brazil
